"Points:0","Points:1","Points:2"
77.1105,24.6676,-156.959
76.5269,24.762,-156.167
77.8365,24.6276,-157.279
76.0508,24.7212,-154.726
75.4515,24.7565,-154.101
74.4294,23.1859,-154.232
80.5008,21.7111,-157.895
80.0422,22.4346,-157.856
79.4566,23.1217,-157.804
79.397,23.9925,-157.421
79.138,18.6706,-158.301
78.8783,17.9476,-158.244
80.0053,20.1459,-158.225
81.1251,21.0123,-157.754
73.8761,22.71,-153.698
80.4964,19.3809,-158.093
79.9576,18.6466,-158.211
82.0453,19.3337,-157.369
79.1356,14.2565,-157.591
83.5382,14.1834,-155.831
81.489,20.0911,-157.669
82.4173,20.0424,-157.104
79.5091,12.813,-156.929
81.9989,12.5874,-155.851
82.9577,12.5784,-155.464
90.4526,7.13842,-158.407
86.0142,12.547,-154.557
85.4558,12.1528,-154.496
90.0084,16.859,-156.407
89.7944,17.605,-156.221
89.6242,18.3599,-156.139
89.5007,10.8882,-155.476
90.7463,16.8813,-157.554
91.2418,13.8581,-158.294
89.8371,10.1301,-156.075
88.429,10.1663,-154.626
91.4255,14.6052,-158.973
75.4077,5.28237,-139.295
74.5703,5.18563,-138.999
73.6054,3.05945,-137.988
73.2073,2.31983,-137.726
74.8844,6.01883,-139.608
75.6221,6.15835,-139.865
75.9812,5.70708,-139.65
76.6076,6.01042,-140.075
74.1306,5.99897,-139.08
73.8524,5.13466,-138.452
73.8072,4.55473,-138.143
72.641,3.08428,-137.015
73.0015,1.58489,-137.544
72.5903,2.34546,-137.024
74.0815,6.35276,-139.778
79.6142,5.8284,-141.679
80.2805,5.78116,-142.33
79.1248,6.61319,-141.77
77.8913,6.33578,-140.825
79.8324,6.60461,-142.371
76.7704,6.78789,-140.656
73.5725,8.94483,-132.319
74.659,11.2705,-137.391
75.2025,15.8265,-131.035
75.2756,16.4646,-134.177
76.4906,15.7207,-137.797
76.4954,15.7875,-136.843
76.5598,16.4363,-136.954
75.3291,12.7035,-137.953
75.5999,17.1977,-134.845
75.9124,14.2893,-138.566
76.1499,14.9621,-138.393
76.4268,16.5048,-138.418
76.6015,17.1877,-137.685
76.5739,17.1859,-136.871
74.5148,11.148,-129.032
79.5807,30.5777,-137.864
76.2414,28.2311,-134
75.8189,26.943,-134.069
75.7416,25.4321,-136.407
78.9069,28.4442,-140.322
80.1303,29.7385,-140.075
80.1697,31.2106,-137.755
77.8379,31.995,-133.534
75.5792,25.4319,-134.896
75.5667,25.4293,-133.967
75.6775,26.1543,-133.309
77.2092,28.1265,-153.905
77.4719,28.1456,-152.874
77.7601,28.1446,-152.051
76.8842,27.9703,-155.319
77.5511,27.6829,-155.959
76.8287,27.8545,-153.016
79.2532,26.1644,-156.394
80.6903,24.4522,-156.448
83.0123,25.4355,-153.352
82.8606,26.1679,-152.62
79.1754,28.2103,-150.988
78.1136,28.1117,-151.204
75.5861,26.9559,-154.827
75.8637,27.6904,-155.515
75.8585,27.0852,-153.916
76.5062,27.6438,-156.15
75.997,27.159,-153.24
77.6719,26.8613,-156.657
78.2322,26.2353,-156.817
79.8128,24.6093,-156.951
76.7055,27.5934,-151.578
83.032,24.607,-154.103
83.773,26.0906,-152.355
81.1496,27.9003,-150.138
80.5691,28.0565,-149.95
76.9796,27.5928,-150.738
88.6407,25.1078,-155.058
89.2973,25.101,-155.752
85.856,26.8216,-152.682
86.3008,29.669,-152.367
87.5106,24.3882,-154.406
90.0722,26.5832,-157.008
90.0776,25.0824,-157.002
89.6673,24.3417,-156.272
89.9917,31.0676,-157.062
89.2394,31.9451,-155.593
85.6056,25.21,-153.245
86.3439,31.1583,-152.362
90.2904,28.8202,-157.736
90.325,27.3185,-157.723
96.4641,18.9408,-165.139
96.7269,21.9133,-164.773
94.4256,23.4766,-163.528
95.3894,23.6296,-163.785
91.8332,19.8176,-162.731
92.323,18.3327,-162.689
91.9399,22.6988,-163.7
91.7329,22.2236,-163.386
91.4582,21.3691,-162.727
91.3832,20.5489,-162.086
92.2192,23.5319,-163.968
94.9539,24.2217,-163.546
91.7645,18.3566,-161.973
91.4004,19.0953,-161.298
91.2362,20.5808,-161.33
92.5553,16.8044,-162.417
91.5022,23.6217,-163.637
91.2229,22.757,-162.866
91.381,22.072,-162.839
91.1568,22.026,-162.069
91.9034,24.502,-164.124
89.4937,20.0346,-156.204
89.8055,19.1458,-156.388
85.2325,22.5338,-154.549
90.3032,18.9734,-157.035
83.4328,20.8005,-156.225
88.8971,22.7112,-155.608
84.6697,22.9998,-154.399
82.8182,20.6298,-156.709
92.6527,30.2843,-164.601
91.9494,30.2837,-164.296
91.7674,29.5481,-164.13
91.379,28.8073,-163.589
91.2555,25.8197,-163.617
91.3868,25.0662,-163.8
91.0622,26.5734,-162.925
96.5748,27.8461,-163.484
95.9608,25.8638,-163.706
93.1298,31.0205,-164.528
92.3622,31.1223,-164.381
91.6317,31.1613,-163.673
91.4595,30.3155,-163.566
91.0285,25.0738,-162.927
91.2935,24.3978,-163.563
90.9533,25.0735,-162.176
96.9013,26.408,-164.083
97.0771,28.7817,-163.406
98.2685,27.1108,-164.743
93.0824,33.2514,-164.064
92.5563,32.5066,-164.148
92.1532,31.6277,-164.112
98.1625,33.7579,-162.002
97.4501,33.818,-161.833
97.9927,34.532,-161.643
91.8412,32.5154,-163.559
91.4501,31.7948,-163.05
90.447,31.6292,-158.478
87.365,34.8528,-153.141
87.4672,36.3601,-153.031
91.1279,36.306,-159.899
94.4465,38.4179,-162.138
95.4582,38.3977,-161.851
98.5045,35.4573,-161.563
98.0874,36.0487,-161.268
97.4919,36.7663,-161.26
96.0654,38.5389,-161.429
93.069,37.7276,-162.166
93.746,38.5876,-161.915
92.5345,37.1825,-162.047
92.1871,33.8953,-163.364
91.912,34.7116,-162.711
98.5979,36.8139,-161.157
97.4545,37.6167,-160.933
94.3193,39.2801,-161.544
95.3831,39.2987,-161.348
91.6808,36.3045,-161.323
91.6252,33.3097,-162.852
94.7255,40.6559,-160.608
94.5944,41.3879,-159.922
94.3966,42.1012,-159.077
92.9341,42.3505,-158.092
92.3182,42.2658,-157.318
95.7264,40.5659,-160.282
95.6208,41.3873,-159.653
93.6425,43.0197,-157.916
92.826,43.0515,-157.33
92.1578,42.9585,-156.597
80.9461,28.3835,-149.253
81.2223,29.9133,-148.356
80.8055,29.0853,-148.436
84.8368,25.3814,-152.946
79.9715,28.2617,-149.264
80.1804,28.5937,-148.594
81.4341,31.237,-148.118
80.9707,30.6082,-147.502
80.0372,29.1352,-147.695
82.7842,37.0902,-148.062
83.1126,37.0487,-147.426
80.9981,31.3053,-146.751
82.8276,35.7447,-150.046
82.9933,36.4807,-150.186
82.8074,37.344,-149.421
82.7766,34.2456,-150.063
82.9805,34.9906,-150.235
84.0813,35.8653,-145.905
83.6739,35.5555,-145.452
83.0322,37.8856,-148.747
83.2648,37.8761,-147.907
80.6928,30.464,-146.826
81.2828,31.13,-144.556
83.4113,37.3891,-150.239
83.5907,37.9636,-150.047
83.3104,38.11,-149.506
84.2211,35.7063,-150.647
84.4377,37.9281,-146.631
84.5759,36.5711,-145.869
84.5023,35.9904,-145.064
84.1273,35.5999,-144.675
83.0143,34.3491,-143.894
82.0184,31.9657,-143.514
82.7446,35.0361,-137.256
81.3392,31.9786,-138.256
82.3797,33.4783,-137.988
83.6168,34.9348,-138.516
84.6492,39.3837,-137.543
85.2949,39.3767,-138.095
86.0428,40.8376,-138.681
85.434,44.6091,-139.403
86.2875,43.0935,-139.341
84.5217,45.3826,-138.379
83.4139,45.4579,-136.249
85.9834,39.3489,-138.751
86.8113,40.8372,-139.279
87.0074,41.5724,-139.463
87.534,42.2889,-139.891
81.9189,40.2052,-135.07
84.4272,46.1432,-137.624
82.5639,45.4058,-134.144
91.2406,43.6357,-153.587
91.3845,44.1673,-152.184
90.4846,43.7289,-150.826
87.0923,39.5081,-151.711
88.8212,42.6629,-149.666
87.3796,41.6651,-149.953
91.8098,43.5542,-155.14
91.6984,43.8051,-154.377
92.0895,44.4089,-152.786
91.7624,44.4139,-151.363
91.1436,44.1501,-150.875
85.9711,39.7775,-150.691
87.7067,41.9226,-148.949
86.2636,40.9055,-149.462
89.7966,43.1616,-148.641
97.2806,45.7356,-151.665
97.5979,48.1474,-151.663
94.5826,44.8125,-154.537
95.4301,44.4923,-155.945
96.672,43.6777,-156.475
97.6515,42.76,-156.808
98.1639,42.2053,-156.927
100.169,43.4909,-157.888
94.7696,44.6996,-155.345
98.6638,48.7407,-152.872
98.0594,48.6758,-152.146
97.1339,46.5676,-150.85
96.6912,45.67,-150.822
95.9429,45.1527,-151.213
93.6193,44.5435,-155.539
94.3699,44.4135,-156.12
95.6119,43.8596,-156.845
98.3296,41.4324,-157.636
89.4037,42.2209,-141.851
88.8914,42.3034,-141.105
90.2938,42.572,-143.959
91.7232,46.6711,-143.572
87.0319,44.5449,-140.051
88.2353,42.2904,-140.462
89.0153,41.4722,-141.956
89.3283,41.6654,-142.645
88.5488,41.4131,-141.158
88.1909,41.5418,-140.592
89.2885,41.4789,-143.411
90.702,42.9425,-144.638
91.2982,43.6351,-144.507
91.8431,44.4294,-144.409
91.3164,48.9325,-143.148
88.1077,48.9453,-139.969
86.3063,46.0249,-139.541
90.5306,42.8905,-145.577
91.5844,43.8392,-145.213
92.1814,44.5618,-145.082
95.4368,49.5696,-148.215
95.2428,50.4838,-147.636
95.4733,46.5972,-148.177
93.2524,45.2151,-146.352
93.8082,45.3215,-147.13
92.7388,44.9878,-145.687
93.1487,44.8806,-147.173
93.6882,45.027,-147.78
95.8137,48.7103,-148.825
95.632,45.6946,-148.917
94.9597,45.1844,-149.096
92.08,51.1623,-143.425
96.325,48.0675,-149.549
92.6207,44.604,-146.634
0.0194874,-79.5672,-49.3824
0.82221,-79.659,-49.8692
6.65286,-78.3263,-47.0177
0.393497,-78.5091,-45.768
0.340551,-79.8925,-50.6826
0.1489,-78.0952,-44.7071
2.92222,-76.2546,-41.6366
1.29009,-76.716,-42.101
0.0995389,-77.6866,-43.7871
0.352162,-77.3458,-43.1275
8.82588,-76.8371,-44.3359
8.87796,-75.3755,-41.983
4.62314,-74.6691,-39.7672
8.56297,-77.5849,-45.8776
7.28078,-74.4445,-40.2108
6.27338,-73.9579,-39.3507
10.3,-75.6734,-43.0689
10.9981,-75.7818,-43.6404
27.0263,-70.1586,-73.4265
29.4272,-69.5023,-68.8881
23.5343,-73.2691,-63.9182
28.421,-70.3605,-63.5668
28.7914,-70.0257,-62.1023
33.9917,-66.4985,-67.2154
34.6798,-64.5031,-62.3559
32.2707,-67.6734,-65.9044
34.2308,-66.4309,-68.6478
37.3408,-61.8861,-63.2778
13.9739,-77.6059,-50.7989
17.6253,-76.5315,-53.8413
14.543,-76.7292,-48.5441
13.0886,-78.1468,-51.9574
15.2993,-77.613,-54.3559
19.8479,-75.3169,-53.3503
20.3243,-73.9899,-50.298
25.6829,-71.9135,-56.7746
23.6989,-73.5057,-57.0986
26.5347,-70.7711,-55.7075
26.547,-69.9858,-54.2321
25.9968,-70.6998,-54.342
30.9972,-61.772,-53.9746
32.1301,-65.6707,-58.9346
33.6598,-64.0424,-59.511
37.0928,-58.8492,-59.6445
36.1278,-57.3273,-57.549
13.9152,-75.0731,-44.54
19.2514,-73.3376,-47.4655
17.2379,-72.0605,-43.7791
14.7389,-74.0091,-43.7249
16.2795,-70.5386,-41.7129
24.2159,-69.0536,-49.3039
25.3794,-68.4633,-50.4913
22.9797,-73.414,-54.2265
25.9185,-69.1344,-51.9877
21.2523,-74.3283,-52.9895
24.1546,-72.6459,-54.7972
25.364,-71.4215,-54.4499
24.2028,-63.8405,-46.3425
19.0453,-65.9677,-41.4192
19.5929,-63.7329,-41.325
29.9696,-56.519,-51.1471
30.5838,-56.6045,-51.8911
26.1349,-54.9341,-45.8696
32.9013,-52.7992,-52.1251
31.8762,-56.4378,-53.1611
33.2249,-54.4247,-53.564
2.95233,-74.5419,-39.3816
3.78154,-73.6981,-38.5747
0.55661,-64.1142,-34.3246
1.62375,-63.9851,-34.3128
0.777888,-60.9695,-34.2549
6.65073,-58.8762,-35.0335
4.90709,-63.3195,-34.4238
7.931,-59.6331,-35.1762
6.59828,-63.3778,-34.6616
7.65013,-61.9069,-34.8625
4.98135,-52.0918,-36.0216
4.33431,-50.5944,-35.4023
4.98894,-50.0541,-35.0943
8.03628,-52.9491,-36.5064
6.52181,-51.3165,-35.886
9.01532,-57.501,-35.9866
6.56123,-64.8468,-34.829
5.12373,-65.5856,-34.7779
11.1161,-65.7446,-36.209
15.2445,-64.3675,-38.1319
8.29851,-63.4258,-35.0307
8.86562,-59.8496,-35.3976
16.8629,-65.1207,-39.3775
18.0259,-66.6105,-40.7938
17.5033,-69.8423,-42.1905
18.493,-68.3007,-42.0571
19.5153,-61.5005,-41.0934
19.6978,-62.2455,-41.2758
10.6094,-53.0218,-37.0703
9.76361,-52.998,-36.8592
18.6572,-53.1253,-40.0825
19.6396,-49.6941,-39.5266
26.246,-54.3175,-45.7342
27.5834,-47.5285,-44.1163
40.516,-62.8566,-79.5435
44.2195,-60.6684,-80.9695
50.2564,-54.9125,-80.4326
45.6398,-59.3424,-79.8994
51.2368,-52.5679,-77.8963
48.3081,-58.3467,-90.0861
52.4512,-54.8661,-92.9449
50.2854,-56.6807,-94.0463
51.6011,-55.6486,-93.9718
45.6758,-59.7463,-82.1849
49.9258,-56.6364,-85.8486
51.07,-55.3401,-85.475
51.3474,-54.6925,-84.0118
52.9117,-49.4587,-76.7651
38.6322,-63.3105,-70.6898
41.959,-59.1221,-68.4565
47.6333,-53.3462,-70.8896
44.085,-56.1839,-67.9926
45.613,-53.8885,-67.5983
43.2986,-59.1597,-71.9897
42.5519,-56.8961,-66.0368
39.1765,-56.7954,-60.6726
43.0657,-56.7384,-66.804
38.1791,-58.3771,-60.6847
44.0914,-48.7078,-59.5736
42.9178,-49.5062,-58.9206
46.4667,-49.4137,-63.7038
50.015,-53.2089,-75.9944
51.1518,-48.9232,-71.8313
54.8448,-41.4797,-70.9921
57.1333,-43.0939,-78.12
49.1077,-48.8073,-67.6562
55.3149,-51.2568,-90.0445
59.349,-47.4076,-94.527
61.096,-42.9597,-90.3208
62.3033,-40.1468,-89.2927
61.55,-45.3273,-98.6539
64.7934,-40.184,-100.243
63.1577,-43.1267,-100.608
64.8257,-39.442,-97.9436
61.155,-45.2054,-95.6688
63.1997,-40.889,-93.6907
65.078,-37.7761,-95.5877
65.7601,-34.99,-93.9081
66.0764,-37.2808,-99.9567
67.6473,-31.3573,-98.8578
62.4268,-32.6491,-79.2803
64.8531,-32.0562,-86.4564
65.5007,-26.0049,-82.531
57.3593,-38.4653,-72.8598
57.8275,-37.1693,-72.5344
60.2275,-32.6634,-73.6435
60.0319,-36.9672,-77.5252
64.8072,-23.7758,-78.7996
62.1422,-30.2893,-76.3086
62.7655,-26.7387,-75.413
61.9441,-25.9914,-73.283
35.0906,-53.6048,-54.6981
29.763,-37.8463,-44.5128
28.8639,-37.0721,-43.8243
29.5603,-37.0905,-44.3761
38.0286,-43.4078,-50.8396
43.341,-39.7435,-52.8956
46.0493,-42.1308,-56.7207
45.6201,-40.6323,-55.2845
43.6587,-46.4916,-57.2902
45.275,-44.9059,-57.8472
49.413,-41.3527,-61.4552
46.6979,-42.8754,-58.1209
47.4167,-33.7344,-54.3331
48.396,-33.0986,-55.5616
35.7308,-37.2692,-47.5295
32.0061,-35.647,-45.547
34.5738,-30.6167,-43.1986
32.0961,-34.3307,-45.0395
37.3421,-35.056,-47.1984
37.8669,-34.3213,-47.0634
36.006,-30.446,-43.8535
31.3774,-34.1506,-44.7801
40.7847,-32.2414,-48.1517
47.6268,-32.3603,-54.2191
44.8297,-22.5622,-48.8704
1.35479,-45.0098,-30.9923
3.55705,-43.0092,-28.9716
4.23602,-43.2482,-29.1986
4.15106,-42.3874,-28.5647
5.91301,-42.4377,-28.797
2.74334,-34.2332,-28.5667
3.87767,-34.1458,-28.632
10.7888,-32.9309,-30.0473
5.1201,-32.7923,-28.2777
5.38524,-32.361,-27.8922
4.41137,-33.4012,-28.536
3.4117,-33.5225,-28.4817
10.7011,-51.6851,-36.7059
9.41065,-52.2181,-36.6432
10.8873,-45.5616,-32.402
5.90949,-49.8908,-35.064
16.8,-44.8942,-35.0214
16.6173,-44.1107,-34.327
7.0342,-43.1884,-29.4669
11.0075,-38.8523,-29.2416
10.4887,-37.9172,-29.1348
11.2356,-41.0986,-29.6445
6.10873,-43.3716,-29.4778
8.88981,-43.9891,-30.4956
12.172,-39.6047,-29.7379
10.3194,-43.2208,-30.3232
14.5166,-39.7089,-30.9366
15.7949,-41.2627,-32.1426
15.265,-39.6891,-31.3949
13.3806,-38.9078,-30.2394
16.8201,-42.1491,-33.274
15.6342,-38.8589,-31.5613
20.1571,-38.3483,-35.0942
16.5891,-32.0995,-32.8767
17.1222,-30.11,-31.0023
18.7075,-33.8457,-34.7043
19.1412,-33.0766,-35.1225
18.7367,-32.3861,-34.6411
18.5704,-31.4833,-33.9127
19.2041,-30.1946,-32.8128
18.0417,-32.2079,-34.0281
17.8657,-31.4547,-33.3219
24.0581,-31.6667,-38.7857
19.1333,-29.5148,-31.9907
22.655,-24.2145,-32.0022
23.9507,-37.6963,-38.7388
24.4617,-39.1694,-39.4807
23.3117,-36.9295,-38.1152
23.9076,-33.201,-39.4187
25.521,-32.4029,-40.8036
26.913,-32.4695,-41.9994
28.2152,-34.0237,-43.3128
28.6988,-34.8267,-43.7045
26.0836,-31.7094,-40.6601
27.528,-31.8376,-41.8235
24.2282,-32.5096,-39.5237
28.4967,-32.6922,-43.0188
28.3852,-31.921,-42.2778
29.6153,-35.6015,-44.3789
25.7728,-27.8723,-36.4082
30.6877,-30.3706,-41.1349
0.325377,-30.6947,-24.4655
1.50229,-32.5595,-27.6499
2.71588,-33.3426,-28.3709
4.58992,-28.9594,-23.8698
1.05631,-33.0154,-28.0551
1.65279,-33.3318,-28.3823
6.32909,-28.9383,-24.3123
4.94955,-27.4714,-23.1696
6.07827,-28.0726,-23.7153
5.50705,-26.7278,-22.9966
12.9887,-27.8036,-26.5415
8.02116,-26.8182,-23.758
17.8267,-30.1485,-31.5932
1.76344,-22.8993,-22.5213
0.0960512,-22.1002,-22.6596
0.604579,-21.325,-22.5386
5.40704,-24.3656,-22.4631
6.78188,-26.174,-23.1243
6.33108,-23.032,-22.3846
10.6519,-18.6715,-23.5777
8.30694,-25.1871,-23.3513
12.2883,-23.9368,-24.907
2.92974,-11.9036,-20.8631
3.4118,-12.4972,-21.0816
1.40107,-7.43527,-18.4212
0.664998,-7.21539,-17.9404
0.00441471,-6.89795,-17.3714
2.21511,-7.12863,-18.4458
0.431606,-6.75183,-16.8772
25.8073,-19.8187,-33.6504
22.7605,-21.2381,-31.4352
22.4875,-21.9709,-31.3195
21.9286,-18.9655,-30.6649
18.7314,-6.13694,-30.8451
27.0193,-13.8164,-35.1622
28.6782,-10.1469,-37.0586
23.7425,-11.5271,-33.1231
28.3475,-7.92644,-37.0268
26.4714,-16.6846,-34.2811
34.2703,-24.525,-40.1511
32.5976,-30.9118,-42.5108
35.8019,-25.3153,-41.5183
32.3233,-23.613,-38.6514
37.6493,-24.6131,-43.2299
31.6135,-20.7234,-37.9788
34.3686,-17.804,-40.479
41.7637,-19.4926,-45.5575
22.215,-4.74756,-33.8747
24.0881,-4.04773,-35.058
29.8531,-7.95756,-37.8081
27.5638,-6.39425,-36.6634
27.1796,-5.64334,-36.4953
26.8055,-4.88273,-36.3249
29.4434,-8.68657,-37.6306
26.8825,-3.38459,-36.241
35.9495,-8.84707,-40.1254
35.5448,-2.87557,-39.2617
30.5216,-0.447025,-36.7719
31.3517,0.970404,-37.0425
36.6893,0.845491,-40.0845
36.6118,-20.855,-42.1209
36.4404,-20.1001,-41.9874
35.5977,-18.4669,-41.3915
40.2824,-15.6839,-43.7381
41.5907,-17.2886,-44.9475
44.5478,-14.3255,-47.2902
44.1045,-18.8039,-47.5074
43.3796,-18.0454,-46.6366
43.1118,-15.7787,-46.007
37.3418,-10.4349,-41.1113
41.5822,-12.0285,-44.2085
36.9634,-4.41453,-40.1292
43.139,-9.05876,-45.3262
48.1865,-5.44741,-50.3404
49.0607,-6.37931,-51.536
47.2004,-4.6324,-49.1181
2.27704,-6.66291,-17.6037
7.0287,-4.50883,-20.9783
5.87274,-4.30133,-19.0747
4.88497,-4.92733,-17.715
4.22796,-5.39788,-17.911
3.57592,-5.91909,-17.952
6.9022,-3.80712,-20.2711
7.38223,-3.61841,-21.0664
7.05687,-3.51364,-19.5922
8.78782,-14.8688,-22.6632
10.9273,-4.4292,-24.8947
11.6341,-4.49821,-25.3621
16.0426,-11.3223,-27.3802
13.9187,-9.03276,-26.4674
13.511,-5.27887,-26.6217
13.8637,-4.10166,-25.6556
13.2763,-4.34353,-26.0418
12.7445,-5.2484,-26.0753
15.2872,-4.01597,-24.673
21.0956,-2.47592,-33.3323
21.1654,-0.967523,-33.2602
21.3199,-1.74169,-33.4589
21.8459,-2.506,-33.8515
20.9455,0.517458,-32.6276
19.8531,-0.997998,-27.4668
15.6455,-3.87929,-23.733
20.075,-0.279164,-25.883
19.5331,-0.970636,-23.727
19.0405,-1.55873,-23.0664
18.7269,-1.77193,-22.3774
14.594,-3.84805,-23.9775
19.6216,-0.37545,-22.9409
20.139,0.494475,-24.3652
17.7769,-2.56658,-21.8078
16.1189,-3.5078,-22.174
19.9019,0.536631,-22.8814
19.4227,6.51831,-24.5342
19.5099,6.5182,-25.2934
19.7833,4.2091,-22.09
19.9849,5.7611,-27.48
20.4374,1.25816,-28.1329
19.2336,7.26914,-26.1155
19.1778,5.75545,-21.5127
18.7964,6.5972,-21.6209
18.2868,11.7765,-28.6257
20.6493,7.24473,-31.3222
18.2752,10.1137,-27.875
19.7816,14.0024,-31.2199
17.8448,11.9269,-27.8641
20.288,6.51222,-30.4885
21.0453,6.48468,-31.8667
22.3781,1.22019,-33.8578
21.5899,4.97054,-32.5806
23.9359,7.90816,-33.9323
21.244,2.76942,-32.5173
21.6497,1.21952,-33.3029
20.9305,3.49665,-31.8416
21.0412,5.74444,-31.855
21.0029,4.98515,-31.8303
28.5593,1.79812,-35.9459
29.8135,9.25123,-37.9141
15.1308,1.35939,-11.6629
17.2359,5.62593,-16.5866
17.7301,2.79945,-16.2829
17.6085,1.2227,-16.4073
17.29,-0.0376489,-16.7098
14.9949,2.86152,-10.8989
14.611,-0.0658152,-11.774
16.7721,-0.87317,-16.6585
14.7635,-1.00585,-13.2737
18.0295,4.20448,-17.2556
17.7577,0.480367,-17.1298
14.4144,1.37575,-10.2857
13.986,2.86437,-8.90047
12.8957,3.659,-6.61536
12.9366,5.1484,-6.60085
12.8697,6.69158,-6.78473
12.7152,2.14428,-6.83503
12.409,8.91624,-6.90484
5.99418,8.28178,-0.647653
5.48368,9.08718,-0.733244
5.71207,4.58606,0.0802055
2.77338,3.91811,0.944156
4.49722,10.5773,-1.02953
2.148,3.19563,1.03262
5.66135,3.09695,0.0635236
3.44464,12.0299,-1.49408
3.18522,13.5504,-2.24325
7.86193,9.02169,-1.80158
8.72838,3.01331,-1.56851
9.3302,9.08273,-2.90908
9.45136,3.01421,-2.14513
7.35645,9.77672,-1.82442
8.34393,2.10393,-1.52822
6.80355,2.28555,-0.570761
10.3808,8.25414,-3.59445
10.8531,4.44828,-3.41535
10.1223,2.9769,-2.81519
11.247,5.18884,-3.9345
19.3219,3.48543,-19.9774
18.8057,3.40607,-18.6373
17.3277,-1.69263,-18.8474
17.1349,-2.53248,-20.3937
17.1964,-2.82133,-21.3523
16.621,-2.57996,-19.6576
16.7685,-1.76901,-18.0497
13.6497,10.4097,-12.7804
13.8776,17.888,-22.743
11.2616,23.9433,-21.7881
6.36805,13.7623,-3.48163
6.86401,10.5316,-1.90582
5.87823,12.0818,-2.24313
5.39217,12.867,-2.48713
7.15576,16.3786,-5.97845
9.6042,15.7947,-8.25887
10.6261,14.8765,-8.8274
13.0685,10.397,-9.80557
12.4313,12.8095,-10.7647
11.5001,8.17616,-4.99436
9.17785,23.2354,-16.1644
10.4327,18.7112,-14.3026
67.086,-28.2837,-91.3295
65.2836,-34.3853,-90.9529
70.4316,-21.611,-102.88
71.3028,-15.6942,-102.736
67.6993,-22.4191,-88.1488
69.2001,-14.9055,-89.3758
71.6249,-14.176,-108.027
72.2541,-6.71385,-107.143
72.2018,-5.9371,-111.819
72.532,-0.754187,-102.49
72.4542,2.22962,-99.4439
64.7232,-21.5572,-77.299
64.4746,-17.7051,-75.1643
65.5588,-11.1123,-75.6102
67.752,-16.3803,-84.3149
67.2841,-3.65284,-77.576
68.7479,4.51456,-79.5613
71.564,14.187,-88.9341
64.8434,1.48451,-69.5714
60.0927,-5.77721,-64.4895
60.5518,-1.30127,-63.654
56.8646,-1.33927,-59.0247
51.2144,7.17348,-51.3464
52.5407,9.37924,-52.3594
55.7016,3.31789,-56.3586
54.9984,2.57611,-55.7854
57.4423,6.26288,-57.6607
65.2505,3.8137,-69.5703
66.7854,12.0167,-70.8125
69.6641,12.7234,-80.1421
66.9881,18.0033,-70.7869
60.5809,9.97347,-60.7645
62.017,11.3879,-62.4675
55.3141,13.9787,-54.8097
66.3107,16.5176,-69.3245
66.8066,22.6003,-70.7399
64.151,19.5686,-65.2973
60.292,18.893,-59.9359
58.764,23.436,-58.9591
60.7978,21.8823,-60.796
57.1335,24.2596,-57.696
60.285,25.6394,-60.9839
61.8352,21.1157,-61.966
63.7634,25.5526,-65.3827
62.2416,26.9515,-63.5645
60.3657,27.0691,-61.4317
72.8209,3.82894,-102.349
72.7835,2.97242,-103.215
75.7134,20.1262,-128.753
75.1211,23.8889,-114.278
74.2069,21.6332,-104.496
73.5046,21.0138,-98.3902
72.2339,19.4067,-91.1071
72.1712,17.9179,-91.1162
73.804,23.8796,-99.3983
69.425,25.4311,-78.7104
67.767,29.9576,-74.4841
61.5877,33.0956,-64.3654
63.2615,39.0761,-66.389
60.5679,33.1214,-63.189
63.6765,41.2651,-66.3959
66.6542,39.7081,-72.6533
67.7059,38.1752,-75.2315
67.4391,38.1909,-74.584
75.5349,24.6782,-133.418
76.4129,30.5948,-127.003
78.5768,38.7343,-126.568
76.387,32.8325,-116.33
76.3544,29.109,-121.694
76.027,29.1065,-117.925
76.6851,31.3249,-123.113
76.6697,35.1524,-115.404
75.6569,38.7928,-102.692
74.8703,45.5221,-94.447
75.1002,47.7263,-94.403
75.0843,46.2685,-95.1702
76.67,58.1341,-94.0362
78.5014,58.8197,-99.8185
76.598,52.2384,-98.6842
76.7406,52.2066,-99.4207
78.5112,59.6574,-99.0609
76.3509,57.4309,-93.3878
79.5625,60.5513,-103.43
73.3213,48.545,-87.1386
74.9116,61.1932,-86.795
74.4698,61.9616,-85.3079
71.9999,54.5673,-81.326
68.9874,57.5934,-74.3025
75.3659,64.9536,-87.413
77.2962,68.6405,-90.9394
79.0092,64.85,-97.4302
76.7946,67.0318,-90.1443
76.574,70.0048,-88.6664
26.8034,13.0787,-37.511
26.3385,13.8126,-37.535
23.9698,16.8914,-37.212
24.2404,19.9895,-38.6576
26.0569,27.3202,-41.832
27.2077,25.016,-41.8755
27.3674,23.3797,-41.5683
28.1392,25.0297,-42.0984
21.738,32.6763,-41.4693
32.1475,34.0174,-42.0546
31.6931,34.63,-41.8198
33.9,33.7875,-42.3603
35.5564,21.8299,-44.073
35.0863,22.5734,-43.9343
18.0195,19.3175,-31.8039
17.2281,13.3131,-27.1659
16.5723,13.3183,-25.9698
15.6553,22.3516,-30.0352
18.3654,26.8749,-36.2594
19.0661,20.0141,-33.8782
16.6934,33.7171,-39.6661
17.9229,35.0466,-41.0973
16.3305,34.4483,-39.7801
21.7815,34.1757,-41.4645
